keyword,nama,Latitude,Longitude,kategori_usaha,rating,jumlah_ulasan,alamat,telepon,website,kecamatan,foto_url,skor_potensi,kategori_grup,label_kelayakan,popularitas,kepadatan
hotel Mariso Makassar,M-Regency Hotel Makassar,-5.140592,119.4090899,,4.1,1839,"Jl. Daeng Tompo No.8, Maloku, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90112",(0411) 3650099,mregencyhotel.com,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5nBwDDnHUXkrCRYa2rXFW3TN01B44rb_Kh584YfsQIIklfhf4g5Y7yo5_G7EZn3kz-FMZolTeczPcAl02IBoyedkVb8kN92HMi1A61bbJxzDli0i4oPfAg-nIc8jpAg76V7tRI4SXfD14=w800-h600-k-no,78,Lain-lain / Belum Terkategori,Sangat Layak,Sangat Populer,8800
seafood Bontoala Makassar,Mr. FISH (ex RM Juku BallaBuloa),-5.1679833,119.4365623,Restoran Seafood,4.8,111,"Jl. Mapala Raya No.9, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0812-4165-150,,Bontoala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFngFGqVLB-BIf_vXxEZog7UqNhM3iNbNaFrARAsYpvBsB7NBbCq37A0uB-BwfV7RoUueMnA2pikDdrT6M_3Rm9k_cUqeOLbJj9-PfAbdEjpL_EPL7xIEeD-RjGpTVCYEZg4SyE=w800-h600-k-no,68,Lain-lain / Belum Terkategori,Layak,Populer,6800
kursus bahasa inggris Ujung Tanah Makassar,Mr. Jack English,-5.1367636,119.4176742,Sekolah Bahasa Inggris,5,15,"VC79+73V, Jl. Sungai Celendu, Pisang Utara, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90157",0878-4116-4888,,Ujung Tanah,https://lh4.googleusercontent.com/proxy/JpbcgDoMDNSjAlArNeniDITHAavTaPRIMTLyBBgcgR2JPDJDODIpF7lu6TZ8EfZHocRNqHf7J7oGA8QEPRf7sb4Ggsa3xKUPN2BxW2HFuGFOVKuYdkFoHkMV8yFR4KuZKv3bBNGc043ME0si-uOeWTeQLOkp6PlL0YBeC8KYuYNq=w800-h600-k-no,60,Lain-lain / Belum Terkategori,Layak,Baru,5800
burger Mamajang Makassar,Mr. President burger,-5.1385798,119.4596699,Restoran Hamburger,5,38,"Jl. H. Kalla 2 No.D 14, Panaikang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90245",,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrCPOKOLfmRtEr-OYs7Iye9Wu8nbdxEBDR4_WG9kYzEiGFSwFwN4pxxSt5jDdmtNfh5ArfChjYjmIhph3goRTW3DRwLLL2B_x3xsHF5TBCcHeTdDneb3vhqm10EAbL79AL3KYa=w800-h600-k-no,67,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,7800
cuci mobil Ujung Pandang Makassar,Msix carwash,-5.1483516,119.4164935,Tempat Pencucian Mobil,4.6,64,"Jl. Monginsidi No.6, Mangkura, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90114",,,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElKFf6eXhOcOzKUnBpmTMrww1p2Zty1NaArztiwtbsJJVxl4flBrZSDe2-TIXW9SkI3jQvRjc5fNaf2BKUG3q_uh91-ODIUyoPSm_AT7TseJdYPaR_ibeRYV2_CgzGw4Hxd6KG=w800-h600-k-no,69,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,9500
bioskop Wajo Makassar,MTOS,-5.1449118,119.475336,Pusat Perbelanjaan,4.5,3988,"Jl. Perintis Kemerdekaan No.26, Tamalanrea Jaya, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",,,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXpcg6NAX5-AfaABDd8MmhDwp94olRB5FYqv6gpWFj5U-rZm3SQQ5fMmUrXYGDVYYEAeixTIXrSp0RvIJro82NkozpomKEJfWHL277IzVph7Jsohh0UwoGZVhoFIDybOBtN0O0=w800-h600-k-no,81,Lain-lain / Belum Terkategori,Sangat Layak,Sangat Populer,7200
bioskop Manggala Makassar,M'Tos XXI,-5.1444277,119.4747559,Bioskop,4.5,10564,"Jl. Perintis Kemerdekaan No.KM.7, Tamalanrea Jaya, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",(021) 1500210,21cineplex.com,Manggala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQ703bgM84r1xavEkfNSEumxnhxKH3St4QuhSgYyu8c50ckm3bz3UCMrgMtavAu3_iMuZbaiLy0bVhBVRq4jAk056csHLxj0AsJNgQ1CoDRL4v6weBOA3NJsM8B3E8wqLHPVs=w800-h600-k-no,76,Lain-lain / Belum Terkategori,Sangat Layak,Sangat Populer,2200
travel agent Mariso Makassar,MUBARAK Tour And Travel - Tiket Pesawat & Tiket Kapal Laut | Paket Tour Wisata | Rental Mobil Makassar,-5.1500774,119.4764049,Biro Perjalanan dan Wisata,4.9,161,"Jl. Kerung-Kerung No.77C, Maccini, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90144",0812-4247-311,mtikettravel.com,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaHbxM-5wg28LXNtWVcVmdlyoiej_jYorP_sFyf5cfccTCTaLwsqgT1fN3buA0YZe8IlBD0w453Q4kAPDPKwIhwAIreRdqtW0sYnvdkIUBFYhyex5ErLapGppTW75sXwm71JgE=w800-h600-k-no,75,Otomotif & Bengkel,Sangat Layak,Populer,8800
travel agent Mariso Makassar,MUBARAK Tour And Travel - Tiket Pesawat & Tiket Kapal Laut | Paket Tour Wisata | Rental Mobil Makassar,-5.1500774,119.4764049,Biro Perjalanan dan Wisata,4.9,176,"Jl. Opu Daeng Risadju No.29, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",0811-444-858,lionparcel.com,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLXtvwLO1fVFyE0Zb19KwMdUKlIVmNYuHDoXLg-x9oqB7g8979km6SwCgdrxos2HAb75HdsdPvhWya1U6yFbFgt7F1qfDHZCigF81K28V-lyOmSbEbhGT6IjKk0j-If65Ostu6V-9KHfk=w800-h600-k-no,76,Otomotif & Bengkel,Sangat Layak,Populer,8800
travel agent Ujung Pandang Makassar,MUBARAK Tour And Travel - Tiket Pesawat & Tiket Kapal Laut | Paket Tour Wisata | Rental Mobil Makassar,-5.1500774,119.4764049,Biro Perjalanan dan Wisata,4.9,161,"Kompleks, Latanete Plaza, Jl. Sungai Saddang Lama Blok F8-9, Pisang Sel., Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90113",(0411) 3613164,,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGq1TLmhq2WA0aUw73vHLah4HkBMmadY2EU-J7Xz0jAs0vdvQbEdmn5_KC4w9ASiWyNIjpYa9u5pWZbV-YcAcsGzPXTSBMzgJxiKoWZSSTKW_8qk4_ADFaTqEJBkNTfmHbSjlcz=w800-h600-k-no,77,Otomotif & Bengkel,Sangat Layak,Populer,9500
warung makan Mamajang Makassar,Muda Mudi Cafe,-5.1522993,119.4205643,Restoran,4.4,521,"Jalan Lanto Daeng Pasewang No.22 Maricaya Selatan Mamajang, Mangkura, Ujung Pandang, Makassar City, South Sulawesi 90113",0812-3132-3328,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJHU4KSuXokcNlPJgGhB8mDjDamZ7BDOBidBBMqK_YBDyf4bO9fDGMr965K_JxZGqOYZJa0YLVWBXIXWaJY_IY54vJu7Nc3v4WEPQtb_CIhmwrGTnPZUxMxScc2o5b-VAm0JTC1I2RlmaU=w800-h600-k-no,85,Cafe & Modern Coffee,Sangat Layak,Sangat Populer,7800
es pisang ijo Ujung Pandang Makassar,Muda Mudi Cafe,-5.1522993,119.4205643,Restoran,4.4,521,"Jl. Wijaya Kusuma III Komp. Kesehatan No.3 Blok K7, Banta-Bantaeng, Rappocini, Makassar City, South Sulawesi 90222",0852-4219-0234,rializafood.rf.gd,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDh7P2STf26fldNan3SUhs_1jRknHz98wi4HYM1VFkMS24HpJCU1xa6FHuhGdrG3OWup3Zd1WfiXpVIh5P05ZgDe2YrvwbDD9rwZsfOS08G47BlEjXzycxGlpteWbiq2WfIE0h=w800-h600-k-no,88,Cafe & Modern Coffee,Sangat Layak,Sangat Populer,9500
chinese food Ujung Tanah Makassar,Mudeena Food - Dimsum Mentai Makassar,-5.13580019999999,119.4262821,Restoran,5,51,"Jl. G. Bawakaraeng No.3 Lr 75D, Maccini Gusung, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90144",0853-3285-0101,,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGr_APxXWGIkqn40hpftnLYd5eKwjaYzo0d9y4LsPwwY8RlfW9cQJuYOz1XAlX4U7Z7l1T0lKtHZLUgqem4kQWyO7jHLP_gzn02M0Hk5lj2QHnOz99r6eS8-CJDJ3DlQrKhpa6jlQlz2jzO=w800-h600-k-no,64,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,5800
toko komputer Wajo Makassar,Mugen Computer,-5.1315801,119.409669,Toko Komputer,4.7,333,"Jl. Serui No.43/46, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90171",0821-9388-7715,tokopedia.com,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTtkPKo6vCU44TnKYBXkOrSsSBnUwUYGlv8GGX0L8NoUnu8cmwr81TzLX-43OR0OIuaq5TmgfT2HZ6r6xUs4MrdEFR6nVfGpEHqBwZhreHogU4gkxa1NNQiazsBZih1KpNCKHfzg=w800-h600-k-no,72,Lain-lain / Belum Terkategori,Layak,Populer,7200
toko komputer Mamajang Makassar,Mugen Computer Pettarani,-5.16043079999999,119.436506,Toko Komputer,4.9,1849,"Jl. A. P. Pettarani No.89a, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0821-9667-2760,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcoOZ9Txy-ZatuR728SfQ1hRV3VJiz8o3x-HIZ0ezq79BebP9ZKETwsxSsjKmN_rvnemvgmozuq6Kc_vOxaRR-nVT_Y6Dos_Wi9VjFnWMCPfjpB8aHjE4I0e-YTHRbNA9fKiY=w800-h600-k-no,81,Lain-lain / Belum Terkategori,Sangat Layak,Sangat Populer,7800
toko komputer Ujung Pandang Makassar,Mugen Computer Pettarani,-5.16043079999999,119.436506,Toko Komputer,4.9,547,"Jl. Maccini Raya No.11-12, Karuwisi, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0856-7957-779,tokopedia.com,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFb86Wg9X1_daregAkLfm-C4AIoHPoBqJ8yLD96XBsRCiSbs6I9999W8MWUBiGeTM652qRKeCsVq1KPF-V-Fipok1Dhf0jodFoqEWM95HI5YhBbNgoom3g-RYUqrTJBLEgJbzr06w-6hal_=w800-h600-k-no,80,Lain-lain / Belum Terkategori,Sangat Layak,Sangat Populer,9500
klinik kecantikan Wajo Makassar,Mugia Aesthetic Clinic | Klinik Kecantikan Makassar,-5.1419069,119.4840628,Klinik Perawatan Kulit,4.9,1050,"Ruko Living Plaza, Jl. Perintis Kemerdekaan No.9, Tamalanrea Jaya, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",0813-5464-8880,,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqr3fezzZ_fpt1f6tQA1KUW1NxkX_UxVACbSHlydjq8gx0BlMO6J3W7sHmqM6MUoNJyUmH6Xc15LQsnWBo7dikVmWkjTxHJZt9FdjIvhO3UVCid1TAhjynNbrxcvKyGR05ERWE=w800-h600-k-no,85,Kesehatan & Medis,Sangat Layak,Sangat Populer,7200
klinik gigi Wajo Makassar,MUGI Dental Care,-5.1554096,119.4440823,Klinik Gigi,5,336,"Jl Boulevard Kompleks Nusa Indah No.A/2, Masale, Panakkukang, Makassar City, South Sulawesi 90231",0812-4140-3690,readydok.page,Wajo,https://lh3.googleusercontent.com/p/AF1QipMK2VRLDfkroPIlQVe44GdknHxdcmWxZhfiUD86=k-no-,74,Lain-lain / Belum Terkategori,Layak,Populer,7200
toko bangunan Tallo Makassar,Mujur Jaya Mandiri,-5.16481509999999,119.4270977,Toko Bahan Bangunan,5,1,"Jl. Korban 40.000 Jiwa No.71, Wala-Walaya, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90125",0853-9993-7900,,Tallo,https://lh3.googleusercontent.com/p/AF1QipOc8gAYzb1J6VzdjIGgq_YyDInMGmMfcCfqYF38=w800-h600-k-no,50,Lain-lain / Belum Terkategori,Cukup Layak,Baru,5200
percetakan Ujung Tanah Makassar,Mujur Makmur Grafika,-5.1126185,119.4271588,Percetakan Komersial,5,1,"Jl. Sabutung Baru 1 No.mor 5, Camba Berua, Kec. Ujung Tanah, Kota Makassar, Sulawesi Selatan 90212",0813-5595-3639,,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYPlfnTilniPngD2bipISUlTJnqo8odqvRq60IJnVbSHayxTUP5JfzkphQ-MHbbBE_HDs4GjC_f20FThiETj1zF0vfBWsD9swnatddQTU2_z7ZJ8saN6U-UC0coc93v39n7j_Liw=w800-h600-k-no,51,Lain-lain / Belum Terkategori,Cukup Layak,Baru,5800
percetakan Tamalanrea Makassar,Mulia Art Printing,-5.146936500000001,119.4376593,Kantor Perusahaan,4.3,54,"Jl. Kesenangan 3 Jl. Bumi Tamalanrea Permai No.3 Blok M 3, Tamalanrea, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",0823-4772-7897,,Tamalanrea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEROAQRwFBO7hMyV45rpbe5gSwuGuvVAfOFCGJT0baSAi1R11lD0EYBDfxAY0Y80rNpZ6sQyi7LssD3DvXBmtTWUdK6avcCjaUUirRoUaG4NMVncK7D3tVw1AtnMVigAEePUI1Jnw=w800-h600-k-no,56,Percetakan & Fotocopy,Cukup Layak,Cukup Dikenal,3200
percetakan Mamajang Makassar,Multazam Printing House,-5.1687517,119.4195362,Layanan cetak digital,5,55,"Jl. Kumala No.29 A, Pa'baeng-Baeng, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90221",0896-9493-9207,wa.me,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0AoZ-98b5IdfzpFvCJ5zvj5_CH0sKVAe8VCMPnMBaeb2n9CU3JI5rXATY9JI9kBSA8qJa7RlWrpuR-CguLpw32VgO4V8f8DF0Q84BAh_wiltszNKE2DeyspSxnHq04sBzYw_I=w800-h600-k-no,69,Percetakan & Fotocopy,Layak,Cukup Dikenal,7800
toko pakaian Tallo Makassar,Multi Brand Store (MSHC),-5.1669922,119.4429421,Toko Aksesori Pakaian,4.9,143,"RCMV+65F, Jl. Yusuf Daeng Ngawing No.9C, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0853-4393-9991,instagram.com,Tallo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8XNAyUc4-iSmiYsCPULdGuVyWsag5NZH0KOm_xkBsq1GOUFRsK-0-3IJdhmjCjYeDJzJDdqT7zZCOwzk0SPzHmfHFSa7hkCl4P1AC4kHoVGc0z-Kkb1PdQ_kJIdbctVQR7vTXiA=w800-h600-k-no,67,Lain-lain / Belum Terkategori,Layak,Populer,5200
jasa cuci ac Tamalanrea Makassar,MultiJasa Tukang Service AC BTP Makassar,-5.1387487,119.5170615,Bengkel AC,4.5,60,"BTP, Jl. Kerukunan Timur No.24, Tamalanrea, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",0852-5522-9874,,Tamalanrea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKip8_Mqms5i7IktIq5OimOXtgSkjFkDpFjpqDHiKJV6c9JWpROXHt8P5WhVEmUiDdQh4nqd6uj4qgxgMBBPVzTYmyWvP1u8MlYiebIJalEMdJf9ZoH_W32WdPv6N2UcEqjjOg1g=w800-h600-k-no,59,Otomotif & Bengkel,Cukup Layak,Cukup Dikenal,3200
percetakan Rappocini Makassar,Multi Media Printing,-5.1702489,119.4428471,Toko Fotokopi,4.3,85,"Jl. Monumen Emmy Saelan No.96, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",0813-5467-7837,,Rappocini,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNDrNjKsJN_vKxb7g2C47gaHPrltJekVgcG7cb_NwCS05Sn84TlV3Lsm-tdyMAXz9xU2QX5XGERavsbP_WAwW_mph-3H8G2Eg1RLdlpCwqt0eCBxgel25TFtP7Tu1gVBLVlx0bqA=w800-h600-k-no,62,Percetakan & Fotocopy,Layak,Cukup Dikenal,5800
jasa servis hp Manggala Makassar,Multi Ponsel Grafik,-5.1456762,119.4464203,Toko Elektronik,5,8,"Jl. Andi Pangeran Pettarani II Nomor 16a, Tamamaung, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0823-3641-1627,,Manggala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeBf4hHujf-oMYhosZtjOE3IEFktyWKGkxmJ-jkXZkhK9OvMb-HFrZt8Uhd9MTVVE7v--MKeVlKso24bKIiY5bAjLa5pNPCINTKhPgxL1qU6aBP5lXZzDPlVHe8-D8O6Egx3St=w800-h600-k-no,51,Lain-lain / Belum Terkategori,Cukup Layak,Baru,2200
travel agent Tamalanrea Makassar,Mulya Tour & Travel,-5.1408801,119.486585,Biro Perjalanan dan Wisata,5,1,"Wafit Furniture BTP, Jl. Bumi Tamalanrea Permai No.1 B, Tamalanrea, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",0812-7459-0273,,Tamalanrea,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHsfOUeFn-FIH_0s7SNyoigC4mRSdUQJSAv5bWinaFm1sF5hmKHXrI0Viq44WhuUaud1sCPK-xcsBIho5LAuiaKBGccfHGpDVBkcYaw7NeoQjV6gylfqBnOyx6TLkYUKcXfhzx9cnBTKaM7ZZ2Qq89FPdhNoHXbvc5HMIR9kvUNGXHzXZyhKwj0jVcHlppjeXLoF5w=w800-h600-k-no,47,Lain-lain / Belum Terkategori,Cukup Layak,Baru,3200
cuci mobil Biringkanaya Makassar,MUSELLA CARWASH,-5.0871135,119.5192443,Tempat Pencucian Mobil,4.5,114,"Jl. Keindahan, Paccerakkang, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90245",0812-4204-182,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0STIoc_lxwifptDZrb4VhZ45iKmwEfy6_rANPdW8uCYDCHG98dI-DrvNU5NPlPGkAXtbtZ4aciM9d_-Qui03U5VhFrYj-jurw2NQq-vSKwEjy4DWu1Of62uP4b3Nnu-0VhuE=w800-h600-k-no,59,Lain-lain / Belum Terkategori,Cukup Layak,Populer,2800
cuci mobil Biringkanaya Makassar,MUSELLA CARWASH,-5.0871135,119.5192443,Tempat Pencucian Mobil,4.6,24,"Jl. Perintis Kemerdekaan No.km.17, Pai, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90242",,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDLriH5oyDENB3Ny-WpJ8tPhLA1ahejRhyHTnzb2G-5KuttQEBbM2oWW8RPxrMqjiUVdhkCYgUB-id-Io_-Di9_ecVwDtOTqATRiVYA7aot8Ur_bQuGXxDPOCRE5Sc6u7MgkWX=w800-h600-k-no,53,Lain-lain / Belum Terkategori,Cukup Layak,Cukup Dikenal,2800
toko alat musik Mariso Makassar,Musik AN,-5.1418547,119.4075516,Toko Alat Musik,4.4,166,"Jl. Somba OPU No.218, Maloku, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90112",(0411) 3620330,,Mariso,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGKjWgmx0vEh1waaejrYNgJH_OZ8QynnsULdTZiikNd0p5T5nkBIkJc1UZ5N_o4-y4fbfnDsNsaNSVeI4mT-voWJjTanB9cp3e3qaRovvvWwjvnWhn-2TKHiwbLFNPP7Sqd_GooBd0gm7Bc6zWV9YJF8r3yVCbVyV2VXqh5MpDXUSJIl-VD4mJrk1sPULYzlCLR6TA=w800-h600-k-no,70,Lain-lain / Belum Terkategori,Layak,Populer,8800
donat Mamajang Makassar,Mustnoon donuts,-5.1689443,119.4496566,Toko Roti,5,1,"RCJX+CVF, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0821-2000-7797,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGoUbLnjqfitzy7y3TBu7zBPLE5IH99I8l0-D4gM2wkrgZyyxAu1VBm-eE4dBmv8abRVDx24KhVemHrIOEgjWy8YRWoqLXjR4nc7nIldROAEwBolQi1F2I1h4nbPVCh=w800-h600-k-no,55,Lain-lain / Belum Terkategori,Cukup Layak,Baru,7800
karaoke Ujung Tanah Makassar,Mutiara Sound Karaoke,-5.1108236,119.4306616,Jasa Rental Alat Musik,4.2,5,"Jl. Sabutung Baru V No.2, Camba Berua, Kec. Ujung Tanah, Kota Makassar, Sulawesi Selatan 90121",0853-9604-5865,,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFE270nKbQx3nIZH8bpTgqchFMU5w5QB4RwAdIxnUYanKmXoziAAPtpb7cOtWd6hY4YH7yZhjsCVtoKQkp-yNGgo_3lEzGS20nHBi230IYjnTGGrNgjtuk-MI0WOmFSFVzlCcJew=w800-h600-k-no,50,Lain-lain / Belum Terkategori,Cukup Layak,Baru,5800
jus buah Mamajang Makassar,Myca Cold-Pressed Juice,-5.1659994,119.4528295,Pengolahan Buah dan Sayuran,5,9,"Jl. Toddopuli 5 No.35, Borong, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90233",0813-5502-8341,instagram.com,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbetW_o-PJ045A5muJPvkbxNO6KmgEOKodnWGjxGfFNjR1hzDfhi8_CelScCPRP6VRzNlVG0NYkRxP-HJmtVU370oT5ScfefnXUBEO6SIzSVC9TwyV3-MtYtD_8oZElaYMrjhS=w800-h600-k-no,61,Lain-lain / Belum Terkategori,Layak,Baru,7800
barbershop Mariso Makassar,MY Heroin Barber,-5.1544867,119.4108339,Tempat Cukur Rambut,4.6,66,"Jl. Rajawali II No.75, Lette, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",0822-9263-1113,,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4M5Acv3X-CySVWuIm2mCmntON5bYh_16s0_FEYIGGVCoEAdRL3LO222OvIvz6GmPxwJMArDRI71XZQYY2eBbA__ucqjdtsljgNRDLrhy3TouLbIUJo1M99P0X_6pMAQRiX6sBak02N3By=w800-h600-k-no,73,Kecantikan & Barbershop,Layak,Cukup Dikenal,8800
barbershop Mariso Makassar,MY Heroin Barber,-5.1544867,119.4108339,Tempat Cukur Rambut,4.8,4,"RCW6+684, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113",0877-5730-8518,,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWg5Kmscghigz20BVRWuJOgsR4NMH67ngRy3gHg2hB-RRER2t8ovhXhIAmXeQiWBlzmw0B75fgBKRcPxBwOzH0_7-2zPRCWEtawRQLy_TRLCGV1H8g2CZ4UwxNrWCI8ohx3DN9=w800-h600-k-no,64,Kecantikan & Barbershop,Layak,Baru,8800
travel agent Tamalanrea Makassar,My Indonesia Travel,-5.1346474,119.5057141,Biro Perjalanan dan Wisata,5,5,"BTP Perumahan Tamalanrea Mas, Jl. Bumi Tamalanrea Permai No.24C Blok M1 no.48, RT.2, Tamalanrea, Makassar City, South Sulawesi 90245",0813-4307-0809,,Tamalanrea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEztcTcQkH04p0n-4fenJbgak7H_XbCtetxBaD21XHqHgrwj0ieHT4iKuvbu0_048TswlxHyQXXkcPBkGjpzP5nm-C8QXxnUaiWm0FigXKmZxrIF1GM4EFb-yVDiAMcrax6a5kswQ=w800-h600-k-no,51,Lain-lain / Belum Terkategori,Cukup Layak,Baru,3200
cafe Panakkukang Makassar,Myko Cafe-Panakkukang,-5.157049499999991,119.4469294,Kafe,4.8,69,"Jl. Prof. Abdurahman Basalamah ex, Jl. Racing Centre, Karampuang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0852-4442-7494,,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9BUZckzsc1jiMvkblLBfzizKndMC-xx4V7RiktM-x_JbvgBGW5keBoHbxkKg5avVNTesbxaDkVXKnpD1ip3SFjHAOEnhJh2NKxdpyJWNolDT5A1LS3p7AoQeuiW2flNTUG831xQ=w800-h600-k-no,74,Cafe & Modern Coffee,Layak,Cukup Dikenal,4800
cafe Makassar Makassar,Myko Cafe-Panakkukang,-5.157049499999991,119.4469294,Kafe,4.8,289,"RCVW+5QM, Jl. Boulevard Panakkukang Mas, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",(0411) 4673999,mykohotel.com,Makassar,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEntFlkLwr-szOo4LvNHu8QEkvotq1kl0G36SrLdR0vP-muW-496lH3yzfqcEAR8SkuHbLfx64oBo3mOSOex9hcvJOV14rVlEk97zDABjEKoy_RWky_aVuidA9fMhL2MCycCm0Vlg=w800-h600-k-no,86,Cafe & Modern Coffee,Sangat Layak,Populer,8282
kost Tallo Makassar,My Kost Makassar,-5.1294189,119.4393721,Rumah Pondokan,5,24,"Jl Darul Ma'arif Jl. Urip Sumoharjo Lrg. IV No.57C, Tammua, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90216",0812-2848-5533,,Tallo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbE-LNdm6xgCuWXIzg-hWP56bNOFgZpwkBNd5yeDvzddAqyQR0eyGv11fkwLBBeIfnJ8rpivLGODgfzVyF4nWTxXKiXf2nsQFHgTwQ_nl-7upjzBxbZ69-lGaO-fPoI84DO4OUkA=w800-h600-k-no,60,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,5200
kursus bahasa inggris Mariso Makassar,MY LIBERTY Makassar,-5.1643718,119.451443,Sekolah Bahasa Inggris,5,361,"Jl. Dg Tata 1 No.5, Parang Tambung, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90223",0821-9275-4789,,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKoYYxdfsBXF2LnqB5C7RtnqcGiLiqZffPL2kAcDv1tREKpDLpG4HczIo5-BhaI0TzgXnISZZRM5GjCjjI95jfjEFPEwn1_6nEJ_ZYPPudRbtXEZNL9dJ6sLe_IDsHbsyCy7Zu=w800-h600-k-no,77,Lain-lain / Belum Terkategori,Sangat Layak,Populer,8800
